"REF_DATE","GEO","DGUID","Harvest disposition","Type of crop","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","52.6","","","","1"
"2017","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","61.3","","","","1"
"2018","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","61.0","","","","1"
"2019","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","60.8","","r","","1"
"2020","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","61.5","","","","1"
"2021","Manitoba","2016A000246","Average yield (bushels per acre)","Wheat, all excluding durum wheat","Bushels per acre","43","units","0","v20145286","9.2.23","48.0","","","","1"
"1908","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","24.1","","","","1"
"1909","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","33.3","","","","1"
"1910","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","23.6","","","","1"
"1911","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.6","","","","1"
"1912","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","32.9","","","","1"
"1913","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.3","","","","1"
"1914","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","16.9","","","","1"
"1915","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.7","","","","1"
"1916","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","27.0","","","","1"
"1917","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","21.0","","","","1"
"1918","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","17.0","","","","1"
"1919","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.2","","","","1"
"1920","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","20.2","","","","1"
"1921","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","26.8","","","","1"
"1922","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","29.0","","","","1"
"1923","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","30.1","","","","1"
"1924","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.2","","","","1"
"1925","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","21.1","","","","1"
"1926","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","25.1","","","","1"
"1927","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","29.3","","","","1"
"1928","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","27.3","","","","1"
"1929","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","13.8","","","","1"
"1930","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","20.1","","","","1"
"1931","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","10.4","","","","1"
"1932","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","17.6","","","","1"
"1933","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","14.3","","","","1"
"1934","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","11.4","","","","1"
"1935","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","20.2","","","","1"
"1936","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","12.8","","","","1"
"1937","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","4.7","","","","1"
"1938","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","16.6","","","","1"
"1939","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","22.6","","","","1"
"1940","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.8","","","","1"
"1941","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","16.1","","","","1"
"1942","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","37.3","","","","1"
"1943","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","24.1","","","","1"
"1944","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","26.7","","","","1"
"1945","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","20.4","","","","1"
"1946","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.6","","","","1"
"1947","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","16.2","","","","1"
"1948","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.1","","","","1"
"1949","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","18.3","","","","1"
"1950","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","23.5","","","","1"
"1951","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","29.8","","","","1"
"1952","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","34.8","","","","1"
"1953","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","29.9","","","","1"
"1954","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","22.9","","","","1"
"1955","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","27.0","","","","1"
"1956","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","32.7","","","","1"
"1957","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","21.1","","","","1"
"1958","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","22.1","","","","1"
"1959","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","23.5","","","","1"
"1960","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","27.7","","","","1"
"1961","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","10.9","","","","1"
"1962","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","29.5","","","","1"
"1963","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","40.4","","","","1"
"1964","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","24.3","","","","1"
"1965","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","37.1","","","","1"
"1966","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","40.4","","","","1"
"1967","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","26.8","","","","1"
"1968","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.9","","","","1"
"1969","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","40.4","","","","1"
"1970","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","43.0","","","","1"
"1971","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","45.2","","","","1"
"1972","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","38.5","","","","1"
"1973","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","39.0","","","","1"
"1974","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.9","","","","1"
"1975","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","37.1","","","","1"
"1976","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","46.1","","","","1"
"1977","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","45.0","","","","1"
"1978","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","43.2","","","","1"
"1979","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","34.6","","","","1"
"1980","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","39.4","","","","1"
"1981","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","41.4","","","","1"
"1982","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","48.4","","","","1"
"1983","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","40.4","","","","1"
"1984","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","35.3","","","","1"
"1985","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","47.7","","","","1"
"1986","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","51.0","","","","1"
"1987","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","47.4","","","","1"
"1988","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","31.3","","","","1"
"1989","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","37.4","","","","1"
"1990","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","50.4","","","","1"
"1991","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","45.5","","","","1"
"1992","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","49.5","","","","1"
"1993","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","52.7","","","","1"
"1994","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","49.3","","","","1"
"1995","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","48.8","","","","1"
"1996","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","55.9","","","","1"
"1997","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","46.8","","","","1"
"1998","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","51.4","","","","1"
"1999","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","56.0","","","","1"
"2000","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","51.3","","","","1"
"2001","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","39.5","","","","1"
"2002","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","33.1","","","","1"
"2003","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","43.0","","","","1"
"2004","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","54.4","","","","1"
"2005","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","56.3","","","","1"
"2006","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","48.8","","","","1"
"2007","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","44.3","","","","1"
"2008","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","58.6","","","","1"
"2009","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","61.4","","","","1"
"2010","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","48.0","","","","1"
"2011","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","55.3","","","","1"
"2012","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","43.9","","","","1"
"2013","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","66.1","","","","1"
"2014","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","53.7","","","","1"
"2015","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","60.7","","","","1"
"2016","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","69.8","","","","1"
"2017","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","66.4","","","","1"
"2018","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","62.7","","","","1"
"2019","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","69.3","","","","1"
"2020","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","68.7","","","","1"
"2021","Saskatchewan","2016A000247","Average yield (bushels per acre)","Barley","Bushels per acre","43","units","0","v46478","10.2.6","35.5","","","","1"
"1908","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1909","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1910","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1911","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1912","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1913","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1914","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1915","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1916","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1917","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1918","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1919","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1920","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1921","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1922","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1923","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1924","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1925","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1926","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1927","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1928","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1929","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1930","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1931","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1932","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1933","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1934","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1935","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1936","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1937","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1938","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1939","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1940","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1941","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1942","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","","..","","","1"
"1943","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","11.8","","","","1"
"1944","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","7.9","","","","1"
"1945","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.0","","","","1"
"1946","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","11.4","","","","1"
"1947","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","7.5","","","","1"
"1948","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.0","","","","1"
"1949","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.0","","","","1"
"1950","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","5.0","","","","1"
"1951","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.5","","","","1"
"1952","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.0","","","","1"
"1953","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.0","","","","1"
"1954","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","14.0","","","","1"
"1955","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","11.2","","","","1"
"1956","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.0","","","","1"
"1957","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","14.0","","","","1"
"1958","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","12.3","","","","1"
"1959","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.0","","","","1"
"1960","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","14.5","","","","1"
"1961","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","15.0","","","","1"
"1962","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","15.7","","","","1"
"1963","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","19.2","","","","1"
"1964","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.5","","","","1"
"1965","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","19.3","","","","1"
"1966","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.4","","","","1"
"1967","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.0","","","","1"
"1968","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","19.6","","","","1"
"1969","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.2","","","","1"
"1970","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.0","","","","1"
"1971","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.6","","","","1"
"1972","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.5","","","","1"
"1973","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.6","","","","1"
"1974","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","16.0","","","","1"
"1975","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","18.5","","","","1"
"1976","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.8","","","","1"
"1977","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","25.5","","","","1"
"1978","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.9","","","","1"
"1979","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","17.1","","","","1"
"1980","Saskatchewan","2016A000247","Average yield (bushels per acre)","Canola (rapeseed)","Bushels per acre","43","units","0","v47083","10.2.16","22.0","","","","1"
